Actual_Train,Predicted_Train
38290.5,37136.52983626723
38715.0,36504.63948917389
38129.5,36685.43024548888
37621.5,36396.46475493908
38171.5,37439.64043560624
39752.0,38997.8276527226
42436.5,39876.73062977195
41506.5,39564.62450531125
38965.0,38500.3365162313
35777.0,37292.81330052018
32438.5,33767.64463150501
28985.5,30160.72853717208
26127.0,26822.045689851046
25466.5,26055.55723810196
25311.5,25125.54341237247
24330.0,24173.75364163518
23792.5,23800.333009690046
23693.0,23920.495541468263
24965.5,25246.46213540435
28937.5,29051.780956044793
33724.5,32146.866834163666
37012.5,33785.20638567209
38348.5,34905.1335093379
38257.5,35298.35099199414
38049.5,35455.812066584826
37784.5,35427.58486494422
37193.5,34823.62633228302
36716.0,34793.477144539356
37234.5,35423.246611475945
39481.5,37038.6207921505
42579.0,39148.975318044424
42244.5,38974.196676045656
39534.5,38283.144209593534
36884.5,37182.81110408902
33747.5,34552.61053776741
30429.0,30703.228807240725
27336.5,27556.992695480585
26966.0,26452.782140552998
26708.5,25722.813394010067
25680.0,24672.655744358897
25136.0,24321.43543037772
24654.0,24763.12398469448
25716.0,26308.847830861807
29747.0,29961.44654160738
34214.5,33192.08462506533
37261.0,34733.285108447075
38356.5,35351.7629070282
38142.5,35304.71363246441
38315.0,34993.27705234289
39063.0,34804.56598034501
38811.5,37212.741705298424
38455.0,36870.013773560524
38743.5,37698.66941720247
40230.5,38898.715398043394
43164.0,40334.082583129406
42441.0,39892.76424744725
39630.0,38566.16650950909
36447.0,37371.916025698185
33204.0,34273.635042607784
29983.5,30459.58359146118
27119.0,27263.773629128933
26594.0,26512.00136810541
26255.5,25840.27313283086
25331.0,25019.48758904636
24463.0,24889.895312950015
23995.0,24986.19745065272
24995.5,26260.912394672632
28849.0,29396.537213280797
33227.0,32021.327270567417
36257.5,33757.703867316246
36777.5,34777.908269405365
36185.0,34770.86426910758
35824.5,34802.72079491615
36203.5,33852.63737761974
35644.0,34040.13933131099
35263.0,34169.323973059654
36073.0,35260.169241428375
37891.0,36759.31052482128
40712.0,39224.17893207073
40597.5,39238.93844625354
38485.0,38083.6967971921
35742.0,36722.53481736779
32841.5,33975.67402693629
29782.5,30421.061160981655
26880.0,27270.998800247908
26487.0,26393.805130511522
26081.0,25535.150946602225
24875.0,24265.640725195408
23932.5,23913.255600988865
23245.0,24019.998691886663
23611.5,25139.640274584293
25453.0,27959.600537493825
27500.5,30672.93192589283
29567.5,32330.605554819107
31246.5,33042.52417367697
32111.5,32185.727975308895
32138.5,31324.162258148193
33122.0,30994.52982598543
32746.0,31303.802202492952
32517.0,32660.350234121084
33059.5,33130.3585447371
35064.5,34756.39817288518
38502.5,36901.24998623133
38318.0,37013.52075642347
36014.0,36520.21427205205
33335.5,35634.21412500739
30738.0,32718.523790955544
27991.0,28835.49942663312
25413.0,25450.271432250738
24891.0,24740.391969755292
24253.5,23785.27220055461
23076.5,22718.899762406945
22171.0,22448.818376094103
21431.0,22604.09752383828
21443.5,23659.610543578863
22806.0,25686.72889262438
24504.0,28186.70899271965
26960.5,29839.164114296436
30035.5,31336.89541608095
32079.0,31604.00422245264
33520.5,31487.424737513065
35061.5,32746.152341187
35419.0,33290.50173518062
35527.0,34279.627464443445
36609.5,35409.34962794185
39053.0,36539.37111714482
41452.5,38552.117893874645
40450.5,38293.58516278863
37499.0,37041.17096838355
34822.0,34969.48065882921
31798.0,31695.416717231274
28593.0,28163.568358808756
25696.0,25605.975937575102
25277.5,25174.318732857704
25261.0,24409.691220521927
24701.5,23361.81986786425
24351.5,23158.435928598046
24435.0,23622.553233653307
25725.5,24620.120144709945
29766.5,26097.53471429646
34876.0,27817.806800439954
39219.5,30124.181262493134
41151.5,34042.841139644384
41321.0,36398.49504968524
41211.0,37517.941676825285
42043.0,38040.15475341678
41622.5,37415.22963669896
41263.5,38679.58535131812
41715.0,40352.654561549425
42852.0,41275.68444904685
44855.0,42576.86904081702
45044.5,40904.20943418145
42758.5,37975.67763355374
39781.0,35608.33820554614
36632.0,32573.390209197998
32749.5,29707.527758717537
29291.0,27450.14818830788
28934.0,26802.693889200687
28879.0,26313.062021702528
28162.5,25339.980740979314
27750.0,25297.228365674615
27461.0,25852.62031814456
28338.0,27667.94702334702
32265.0,30811.157385468483
36621.5,35707.85809457302
40610.5,39050.063926666975
41955.0,40072.03671351075
41624.0,39822.735817313194
41847.5,39885.22990438342
41916.0,39420.13683691621
41301.0,40024.057953864336
41177.5,40001.5336945951
42004.5,40458.025086551905
43060.5,41121.929499298334
45359.0,43138.748681008816
45124.99999999999,43484.23552927375
43443.5,41667.10400822759
40422.0,39150.084004700184
37107.5,36194.902370125055
33022.5,32350.252742677927
29539.0,29047.63470426202
29063.5,28166.761494532228
28942.0,27539.765713483095
28210.5,26675.478495508432
27828.0,26729.23502895236
27632.0,27290.527833223343
28683.0,28663.239452898502
32897.0,32400.8131865263
37304.5,36331.099504202604
40840.5,38359.334416896105
41992.5,38694.10067874193
41071.0,37657.51804056764
40477.0,36627.34530481696
40441.5,35848.12763363123
39736.0,36685.49326142669
39828.5,36998.25120699406
41235.0,38274.944260686636
43232.5,39935.256682008505
45552.5,43049.51811307669
45791.5,43885.950317293406
44344.0,43441.518600434065
41987.0,41613.6980009377
37878.5,38728.56055048108
34567.0,34364.066851854324
31292.0,30990.07538688183
30742.5,29869.640197217464
30570.5,29029.137557268143
29712.0,27908.722060084343
29079.0,28151.177850037813
28690.0,28674.472043812275
29817.0,30263.944704800844
33304.5,34552.177303195
37501.5,38134.64715215564
40787.5,39424.85515525937
41583.5,38819.83125939965
41299.0,38398.58743840456
40971.5,37680.9717849195
41514.5,37291.28319478035
40697.5,37361.17771604657
40256.0,37919.42606282234
41139.0,38910.11143654585
42802.0,40526.7912286818
45270.0,42717.84750917554
45625.0,43281.85393726826
44068.0,42388.979145258665
40794.0,41433.06872296333
37399.5,37799.11879131198
33442.0,34112.133071005344
29845.0,30337.374026328325
29275.0,28862.1827377975
28959.0,28007.35381823778
28088.5,27037.884138450027
27559.0,26833.746961802244
27179.0,27312.664150625467
28130.5,28622.72217413783
31929.0,31712.021416842937
36150.0,34699.3234564662
39547.5,36622.51277008653
40465.5,37130.07267189026
39691.5,36885.66338786483
38856.0,36091.61137107015
38696.0,35106.59940099716
37877.5,34837.07629650831
37303.5,34978.5076919198
38185.0,35957.18459099531
40330.5,37438.98861449957
43931.5,40432.720249027014
44363.0,41363.694083184004
41873.5,41260.277052253485
38447.0,40029.76877322793
35259.0,37087.152910500765
31859.0,33013.01302230358
28729.0,28973.058295741677
28098.0,27795.6310980767
27590.0,26793.166667103767
26361.0,25865.497231185436
25767.5,25535.52608835697
25300.5,25770.373688444495
25660.0,27018.44864475727
27465.0,29769.702827602625
29234.0,32380.130174189806
31716.5,34355.53410002589
33781.0,34746.1915602088
34485.0,33835.315871715546
34435.0,33067.0275272429
